AttributeDictionaryAttributeAllowedValues
Identifier,ValueIdentifier,ValueUsage,Value,UnitOfMeasure,Image1,Image2,LanguageId
Girl1HairSkinTone,"Medium Skin, Brown Hair",1,"Medium Skin, Brown Hair, Brown Eyes (5G)",,bt_girl_mdbrown_75x75?$btswatch$,,-1
Girl1HairSkinTone,"Dark Skin, Black Hair",1,"Dark Skin, Black Hair, Brown Eyes (1G)",,bt_girl_dsblack_75x75?$btswatch$,,-1
Girl1HairSkinTone,"Light Skin, Brown Hair",1,"Light Skin, Brown Hair, Brown Eyes (2G)",,bt_girl_lsbrown_75x75?$btswatch$,,-1
Girl1HairSkinTone,"Light Skin, Blond Hair",1,"Light Skin, Blond Hair, Blue Eyes (3G)",,bt_girl_lsblonde_75x75?$btswatch$,,-1
Girl1HairSkinTone,"Light Skin, Black Hair",1,"Light Skin, Black Hair, Brown Eyes (4G)",,bt_girl_lsblack_75x75?$btswatch$,,-1
Girl2HairSkinTone,"Dark Skin, Black Hair",1,"Dark Skin, Black Hair, Brown Eyes (1G)",,bt_girl_dsblack_75x75?$btswatch$,,-1
Girl2HairSkinTone,"Medium Skin, Brown Hair",1,"Medium Skin, Brown Hair, Brown Eyes (5G)",,bt_girl_mdbrown_75x75?$btswatch$,,-1
Girl2HairSkinTone,"Light Skin, Blond Hair",1,"Light Skin, Blond Hair, Blue Eyes (3G)",,bt_girl_lsblonde_75x75?$btswatch$,,-1
Girl2HairSkinTone,"Light Skin, Black Hair",1,"Light Skin, Black Hair, Brown Eyes (4G)",,bt_girl_lsblack_75x75?$btswatch$,,-1
Girl2HairSkinTone,"Light Skin, Brown Hair",1,"Light Skin, Brown Hair, Brown Eyes (2G)",,bt_girl_lsbrown_75x75?$btswatch$,,-1
RelatedSizingChart,SizingChart-bgc,1,SizingChart-bgc,,,,-1
RelatedSizingChart,SizingChart-lgc,1,SizingChart-lgc,,,,-1
RelatedSizingChart,SizingChart-bgs,1,SizingChart-bgs,,,,-1
RelatedSizingChart,SizingChart-lgs,1,SizingChart-lgs,,,,-1
LegalAge,5+,1,5+,,,,-1
MarketingAge,5+,1,5+,,,,-1
LegalAge,Details,1,Details,,,,-1
LegalAge,8&#43;,1,8&#43;,,,,-1
LegalAge,3&#43;,1,2&#43;,,,,-1
ClothingColor,Peach,1,Peach,,PCH,,-1
ClothingColor,PCH,1,Peach,,AG-PEACH,,-1
CareInstructions,A doll hair pick works best with this doll's hair.,1,A doll hair pick works best with this doll's hair.,,,,-1
Character,Maryellen,1,Maryellen,,,,-1
Boy1HairSkinTone,"Light Skin, Brown Hair",1,"Light Skin, Brown Hair, Brown Eyes (2B)",,bt_boy_lsbrown_75x75?$btswatch$,,-1
Boy1HairSkinTone,"Light Skin, Black Hair",1,"Light Skin, Black Hair, Brown Eyes (4B)",,bt_boy_lsblack_75x75?$btswatch$,,-1
Boy2HairSkinTone,"Light Skin, Black Hair",1,"Light Skin, Black Hair, Brown Eyes (4B)",,bt_boy_lsblack_75x75?$btswatch$,,-1
Boy2HairSkinTone,"Dark Skin, Black Hair",1,"Dark Skin, Black Hair, Brown Eyes (1B)",,bt_boy_dsblack_75x75?$btswatch$,,-1
Boy2HairSkinTone,"Medium Skin, Brown Hair",1,"Medium Skin, Brown Hair, Brown Eyes (5B)",,bt_boy_mdbrown_75x75?$btswatch$,,-1
Boy1HairSkinTone,"Dark Skin, Black Hair",1,"Dark Skin, Black Hair, Brown Eyes (1B)",,bt_boy_dsblack_75x75?$btswatch$,,-1
Boy1HairSkinTone,"Light Skin, Blond Hair",1,"Light Skin, Blond Hair, Blue Eyes (3B)",,bt_boy_lsblonde_75x75?$btswatch$,,-1
Boy1HairSkinTone,"Medium Skin, Brown Hair",1,"Medium Skin, Brown Hair, Brown Eyes (5B)",,bt_boy_mdbrown_75x75?$btswatch$,,-1
ClothingColor,Red,1,Red,,TWR RED,,-1
ClothingColor,DBR,1,Dark Brown,,AG-DARK-BROWN,,-1
ClothingColor,BL0,1,Blonde,,AG-BLONDE,,-1
Boy2HairSkinTone,"Light Skin, Brown Hair",1,"Light Skin, Brown Hair, Brown Eyes (2B)",,bt_boy_lsbrown_75x75?$btswatch$,,-1
Boy2HairSkinTone,"Light Skin, Blond Hair",1,"Light Skin, Blond Hair, Blue Eyes (3B)",,bt_boy_lsblonde_75x75?$btswatch$,,-1
CareInstructions,Brushing textured hair is not advised. Finger-style your doll's hair for best results.,1,Brushing textured hair is not advised. Finger-style your doll's hair for best results.,,,,-1
CarWheelType,NCRLw (Neo-Classics Redline wide 5-spoke wheels),1,NCRLw (Neo-Classics Redline wide 5-spoke wheels),,,,-1
CarWheelType,NCWW (Neo-Classics White Wall wheels),1,NCWW (Neo-Classics White Wall wheels),,,,-1
CarWheelType,None,1,None,,,,-1
CarWheelType,ORL5sp (Original Redlines&#174; style 5-spoke wheels),1,ORL5sp (Original Redlines&#174; style 5-spoke wheels),,,,-1
CarWheelType,PR5 (A modern five-spoke rim. Introduced in 2001.),1,PR5 (A modern five-spoke rim. Introduced in 2001.),,,,-1
CarWheelType,RL1,1,RL1,,,,-1
CarWheelType,RL2,1,RL2,,,,-1
CarWheelType,RL3,1,RL3,,,,-1
CarWheelType,RR (Real Riders&#174;),1,RR (Real Riders&#174;),,,,-1
CarWheelType,"RR, gd (Real Riders&#174; wheels, gold hubs)",1,"RR, gd (Real Riders&#174; wheels, gold hubs)",,,,-1
CarWheelType,"RR,rd/Ten&Mat (Real Riders&#174; wheels, red hubs w/TEN YEARS and MATTEL tampo)",1,"RR,rd/Ten&Mat (Real Riders&#174; wheels, red hubs w/TEN YEARS and MATTEL tampo)",,,,-1
CarWheelType,RR/Gdyr (Real Riders&#174; wheels w/&#34;Goodyear&#34; tampo),1,RR/Gdyr (Real Riders&#174; wheels w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RR/rs (Real Riders&#174; wheels w/red stripe tampo),1,RR/rs (Real Riders&#174; wheels w/red stripe tampo),,,,-1
CarWheelType,RR/ws (Real Riders&#174; w/white stripe tampo),1,RR/ws (Real Riders&#174; w/white stripe tampo),,,,-1
CarWheelType,RR/ww (Real Riders&#174; wheels w/whitewall tampo),1,RR/ww (Real Riders&#174; wheels w/whitewall tampo),,,,-1
CarWheelType,RR/YL,1,RR/YL,,,,-1
CarWheelType,RR5D,1,RR5D,,,,-1
CarWheelType,RR5HO,1,RR5HO,,,,-1
CarWheelType,RR5sldusp (Real Riders&#174; 5-slanted-dual-spoke wheels),1,RR5sldusp (Real Riders&#174; 5-slanted-dual-spoke wheels),,,,-1
CarWheelType,RR5sp (Real Riders&#174; 5-spoke wheels (no tampo)),1,RR5sp (Real Riders&#174; 5-spoke wheels (no tampo)),,,,-1
CarWheelType,RR5sp/10YArs (Real Riders&#174; 5-spoke wheels w/10 Year Anniversary and red stripe tampo),1,RR5sp/10YArs (Real Riders&#174; 5-spoke wheels w/10 Year Anniversary and red stripe tampo),,,,-1
CarWheelType,RR5sp/BFG (Real Riders&#174; 5-spoke wheels w/BF Goodrich tampo),1,RR5sp/BFG (Real Riders&#174; 5-spoke wheels w/BF Goodrich tampo),,,,-1
CarWheelType,RR5sp/Fs (Real Riders&#174; five-spoke wheels w/Firestone tampo),1,RR5sp/Fs (Real Riders&#174; five-spoke wheels w/Firestone tampo),,,,-1
CarWheelType,RR5sp/Fs&ws (Real Riders&#174; five-spoke wheels w/Firestone and white stripe tampo),1,RR5sp/Fs&ws (Real Riders&#174; five-spoke wheels w/Firestone and white stripe tampo),,,,-1
CarWheelType,RR5sp/Gdyr (Real Riders&#174; 5-spoke wheels w/&#34;Goodyear&#34; tampo),1,RR5sp/Gdyr (Real Riders&#174; 5-spoke wheels w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RR5sp/rs (Real Riders&#174; 5-spoke wheels w/red stripe tampo),1,RR5sp/rs (Real Riders&#174; 5-spoke wheels w/red stripe tampo),,,,-1
CarWheelType,RR5sp/ws (Real Riders&#174; five-spoke wheels w/white stripes),1,RR5sp/ws (Real Riders&#174; five-spoke wheels w/white stripes),,,,-1
CarWheelType,RR5sp/ww (Real Riders&#174; five-spoke wheels w/whitewall tampo),1,RR5sp/ww (Real Riders&#174; five-spoke wheels w/whitewall tampo),,,,-1
CarWheelType,RR5spO (Real Riders five-spoke open wheels),1,RR5spO (Real Riders five-spoke open wheels),,,,-1
CarWheelType,RR6,1,RR6,,,,-1
CarWheelType,RR6sp/Gdyr (Real Riders&#174; six-spoke wheels w/&#34;Goodyear&#34; tampo),1,RR6sp/Gdyr (Real Riders&#174; six-spoke wheels w/&#34;Goodyear&#34; tampo),,,,-1
CarWheelType,RR6sp/ww (Real Riders&#174; six-spoke wheels w/whitewall tampo),1,RR6sp/ww (Real Riders&#174; six-spoke wheels w/whitewall tampo),,,,-1
CarWheelType,RRd,1,RRd,,,,-1
CarWheelType,RRd/PkL,1,RRd/PkL,,,,-1
CareInstructions,A dll brush works best for styling this doll's hair.,1,A doll brush works best for styling this doll's hair.,,,,-1
MarketingAge,3+,1,3+,,,,-1
CareInstructions,"Hand wash, cold water, line dry",1,"Hand wash, cold water, line dry",,,,-1
ClothingStyle,Outerwear,1,Outerwear,,,,-1
RelatedSizingChart,/popup/little-girl-size-chart,1,popup/ag-little-girl-sizing-chart,,,,-1
CareInstructions,Machine washable,1,Machine washable,,,,-1
CareInstructions,Spot clean only,1,Spot clean only,,,,-1
ClothingColor,White-AG,1,White-AG,,AG-WHITE,,-1
Character,Sam,1,Sam,,,,-1
excludeStandardShipping,Y,2,Y,,,,-1
addOn_assoc_type,Hearing Aid- Right,1,Right Hearing Aid,,,,-1
CarWheelType,Gd 2PC6SP (Gold two-piece 6-spoke wheels),1,Gd 2PC6SP (Gold two-piece 6-spoke wheels),,,,-1
CarWheelType,Gd 3SP (Gold 3-spoke wheel),1,Gd 3SP (Gold 3-spoke wheel),,,,-1
CarWheelType,Gd LW (Gold ),1,Gd LW (Gold),,,,-1
CarWheelType,GyCM,1,GyCM,,,,-1
CarWheelType,GyCM/GdL,1,GyCM/GdL,,,,-1
CarWheelType,GyCM/GnL,1,GyCM/GnL,,,,-1
CarWheelType,GyCM/RdL,1,GyCM/RdL,,,,-1
CarWheelType,MC3,1,MC3,,,,-1
CarWheelType,N/A,1,N/A,,,,-1
CarWheelType,NCRL (Neo-Classics&#8482; Redline&#174; 5-spoke wheels),1,NCRL (Neo-Classics&#8482; Redline&#174; 5-spoke wheels),,,,-1
CarWheelType,NCRL (Neo-Classics&#8482; Redline&#174; five-spoke wheels),1,NCRL (Neo-Classics&#8482; Redline&#174; five-spoke wheels),,,,-1
CarSeriesName,2nd Annual Hot Wheels&#174; Collectors Nationals 2002,1,2nd Annual Hot Wheels&#174; Collectors Nationals 2002,,,,-1
CarSeriesName,3rd Annual Hot Wheels&#174; Collectors Nationals 2003,1,3rd Annual Hot Wheels&#174; Collectors Nationals 2003,,,,-1
CarSeriesName,4th Annual Hot Wheels&#174; Collectors Nationals 2004,1,4th Annual Hot Wheels&#174; Collectors Nationals 2004,,,,-1
CarSeriesName,5th Annual Hot Wheels&#174; Collectors Nationals 2005,1,5th Annual Hot Wheels&#174; Collectors Nationals 2005,,,,-1
CarSeriesName,6th Annual Hot Wheels&#174; Collectors Nationals 2006,1,6th Annual Hot Wheels&#174; Collectors Nationals 2006,,,,-1
CarSeriesName,7th Annual Hot Wheels&#174; Collectors Nationals 2007,1,7th Annual Hot Wheels&#174; Collectors Nationals 2007,,,,-1
CarSeriesName,8th Annual Hot Wheels&#174; Collectors Nationals 2008,1,8th Annual Hot Wheels&#174; Collectors Nationals 2008,,,,-1
CarSeriesName,9th Annual Hot Wheels&#174; Collectors Nationals 2009,1,9th Annual Hot Wheels&#174; Collectors Nationals 2009,,,,-1
CarSeriesName,Bull Run,1,Bull Run,,,,-1
CarSeriesName,Detroit Autorama,1,Detroit Autorama,,,,-1
CarSeriesName,Ed Watts Race Team,1,Ed Watts Race Team,,,,-1
CarSeriesName,Factory Challenge Set,1,Factory Challenge Set,,,,-1
CarSeriesName,Hall of Fame Event,1,Hall of Fame Event,,,,-1
CarSeriesName,Hall of Fame Snake and Mongoose Set,1,Hall of Fame Snake and Mongoose Set,,,,-1
CarSeriesName,Harley-Davidson 4-car set,1,Harley-Davidson 4-car set,,,,-1
CarSeriesName,Highway 35 World Race,1,Highway 35 World Race,,,,-1
CarSeriesName,Hot Wheels American Classics&#8482;,1,Hot Wheels American Classics&#8482;,,,,-1
CarSeriesName,Hot Wheels Convention - Mexico,1,Hot Wheels Convention - Mexico,,,,-1
CarSeriesName,Hot Wheels&#174; 40th Anniversary,1,Hot Wheels&#174; 40th Anniversary,,,,-1
CarSeriesName,Hot Wheels&#174; 40th Anniversary Road Trip,1,Hot Wheels&#174; 40th Anniversary Road Trip,,,,-1
CarSeriesName,Hot Wheels&#174; Real Riders&#174;,1,Hot Wheels&#174; Real Riders&#174;,,,,-1
CarSeriesName,HWC Original 16,1,HWC Original 16,,,,-1
CarSeriesName,HWC&#8482; 1st Anniversary,1,HWC&#8482; 1st Anniversary,,,,-1
CarSeriesName,HWC&#8482; Holiday Editions,1,HWC&#8482; Holiday Editions,,,,-1
CarSeriesName,HWC&#8482; Series Eight Larry Wood 40 Years of Design,1,HWC&#8482; Series Eight Larry Wood 40 Years of Design,,,,-1
CarSeriesName,HWC&#8482; Series Eight Neo-Classics&#8482;,1,HWC&#8482; Series Eight Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Eight Real Riders&#174;,1,HWC&#8482; Series Eight Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Five,1,HWC&#8482; Series Five,,,,-1
CarSeriesName,HWC&#8482; Series Five Neo-Classics&#8482;,1,HWC&#8482; Series Five Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Five Real Riders&#174;,1,HWC&#8482; Series Five Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Four,1,HWC&#8482; Series Four,,,,-1
CarSeriesName,HWC&#8482; Series Four Neo-Classics&#8482;,1,HWC&#8482; Series Four Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Four Real Riders&#174;,1,HWC&#8482; Series Four Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Nine Neo-Classics&#8482;,1,HWC&#8482; Series Nine Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Nine Real Riders&#174;,1,HWC&#8482; Series Nine Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series One,1,HWC&#8482; Series One,,,,-1
CarSeriesName,HWC&#8482; Series Seven,1,HWC&#8482; Series Seven,,,,-1
CarSeriesName,HWC&#8482; Series Seven Neo-Classics&#8482;,1,HWC&#8482; Series Seven Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Seven Real Riders&#174;,1,HWC&#8482; Series Seven Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Six,1,HWC&#8482; Series Six,,,,-1
CarSeriesName,HWC&#8482; Series Six Neo-Classics&#8482;,1,HWC&#8482; Series Six Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Six Real Riders&#174;,1,HWC&#8482; Series Six Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Three,1,HWC&#8482; Series Three,,,,-1
CarSeriesName,HWC&#8482; Series Three Neo-Classics&#8482;,1,HWC&#8482; Series Three Neo-Classics&#8482;,,,,-1
CarSeriesName,HWC&#8482; Series Three Real Riders&#174;,1,HWC&#8482; Series Three Real Riders&#174;,,,,-1
CarSeriesName,HWC&#8482; Series Two,1,HWC&#8482; Series Two,,,,-1
Character,Kevin,1,Kevin,,,,-1
Character,Jack,1,Jack,,,,-1
Character,Rheneas,1,Rheneas,,,,-1
Character,Scruff,1,Scruff,,,,-1
Character,Rosie,1,Rosie,,,,-1
Character,AQUARIUM CAR,1,AQUARIUM CAR,,,,-1
Character,Paxton,1,Paxton,,,,-1
PlayPattern,Search and Rescue/ Water,1,Search and Rescue/ Water,,,,-1
Character,Caitlyn,1,Caitlyn,,,,-1
Character,IRON BERT AND IRON,1,IRON BERT AND IRON,,,,-1
PlayPattern,70th Celebration,1,70th Celebration,,,,-1
Character,Patrick,1,Patrick,,,,-1
MarketingAge,1&#189; - 5 years,1,1&#189; - 5 years,,,,-1
GroupName,Creative Junction,1,Creative Junction,,,,-1
AnimalProduct,Animal products are simulated unless otherwise noted.,1,Animal products are simulated unless otherwise noted.,,,,-1
MarketingAge,3 years & up ,1,3 years & up ,,,,-1
MarketingAge,2 years & up ,1,2 years & up ,,,,-1
CareInstructions,"<strong>Fabric care:</strong> Hand wash in cold water, line dry",1,"<strong>Fabric care:</strong> Hand wash in cold water, line dry",,,,-1
CareInstructions,"<strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry",1,"<strong>Fabric care:</strong>&nbsp; Hand wash in cold water, line dry",,,,-1
CareInstructions,<strong>Fabric care:</strong>&nbsp; Wipe clean with a damp cloth,1,<strong>Fabric care:</strong>&nbsp; Wipe clean with a damp cloth,,,,-1
DollFacialSculpt (old),New Hispanic,1,New Hispanic,,,,-1
DollFacialSculpt (old),New Katniss Sculpt,1,New Katniss Sculpt,,,,-1
DollFacialSculpt (old),New Open Mouth,1,New Open Mouth,,,,-1
DollFacialSculpt (old),New Peeta sculpt,1,New Peeta sculpt,,,,-1
DollFacialSculpt (old),Nichelle,1,Nichelle,,,,-1
DollFacialSculpt (old),Nostalgic Barbie,1,Nostalgic Barbie,,,,-1
DollFacialSculpt (old),Open Mouth Mackie,1,Open Mouth Mackie,,,,-1
DollFacialSculpt (old),Pazette,1,Pazette,,,,-1
DollFacialSculpt (old),Silkstone&#174; Ken,1,Silkstone&#174; Ken,,,,-1
DollFacialSculpt (old),Steffie,1,Steffie,,,,-1
DollFacialSculpt (old),Superstar,1,Superstar,,,,-1
DollFacialSculpt (old),Tango Ken,1,Tango Ken,,,,-1
DollFacialSculpt (old),Teen Skipper,1,Teen Skipper,,,,-1
DollFacialSculpt (old),Teresa,1,Teresa,,,,-1
DollFacialSculpt (old),Tori,1,Tori,,,,-1
DollFacialSculpt (old),Vintage Barbie with Flat Neck (Straight Rooting Line),1,Vintage Barbie with Flat Neck (Straight Rooting Line),,,,-1
DollFacialSculpt (old),Vintage Ken with molded crew cut,1,Vintage Ken with molded crew cut,,,,-1
DollSkinTone,Afra,1,<strong>Skin Tone: </strong>Afra,,,,-1
DollSkinTone,Classic Beige,1,<strong>Skin Tone: </strong>Classic Beige,,,,-1
DollSkinTone,Classic Beige Silkstone&#174;,1,<strong>Skin Tone: </strong>Classic Beige Silkstone&#174;,,,,-1
DollSkinTone,Dark,1,<strong>Skin Tone: </strong>Dark,,,,-1
DollSkinTone,Dark Black,1,<strong>Skin Tone: </strong>Dark Black,,,,-1
DollSkinTone,LA Tan,1,<strong>Skin Tone: </strong>LA Tan,,,,-1
DollSkinTone,Light,1,<strong>Skin Tone: </strong>Light,,,,-1
DollSkinTone,Light Black,1,<strong>Skin Tone: </strong>Light Black,,,,-1
DollSkinTone,Light Brown,1,<strong>Skin Tone: </strong>Light Brown,,,,-1
DollSkinTone,Medium,1,<strong>Skin Tone: </strong>Medium,,,,-1
DollSkinTone,Neutra,1,<strong>Skin Tone: </strong>Neutra,,,,-1
DollSkinTone,Nostalgic,1,<strong>Skin Tone: </strong>Nostalgic,,,,-1
DollSkinTone,Peace,1,<strong>Skin Tone: </strong>Peace,,,,-1
DollSkinTone,Pearl,1,<strong>Skin Tone: </strong>Pearl,,,,-1
DollSkinTone,Silkstone&#174; Afra,1,<strong>Skin Tone: </strong>Silkstone&#174; Afra,,,,-1
DollSkinTone,Silkstone&#174; Peace,1,<strong>Skin Tone: </strong>Silkstone&#174; Peace,,,,-1
DollSkinTone,Tropic Tan,1,<strong>Skin Tone: </strong>Tropic Tan,,,,-1
DollSkinTone,Wicked Green,1,<strong>Skin Tone: </strong>Wicked Green,,,,-1
MarketingAge,Birth & up,1,Birth & up,,,,-1
MarketingAge,Birth-12 months,1,Birth-12 months,,,,-1
MarketingAge,Birth-18 months,1,Birth-18 months,,,,-1
MarketingAge,Birth-24 months,1,Birth-24 months,,,,-1
MarketingAge,Birth-5 months,1,Birth-5 months,,,,-1
MarketingAge,Birth-5 years,1,Birth-5 years,,,,-1
MarketingAge,Birth-6 months,1,Birth-6 months,,,,-1
MarketingAge,3 months & up,1,3 months & up,,,,-1
MarketingAge,3-18 months,1,3-18 months,,,,-1
MarketingAge,3-24 months,1,3-24 months,,,,-1
MarketingAge,3-36 months,1,3-36 months,,,,-1
MarketingAge,4 months & up,1,4 months & up,,,,-1
MarketingAge,6 months & up,1,6 months & up,,,,-1
MarketingAge,6-18 months,1,6-18 months,,,,-1
MarketingAge,6-24 months,1,6-24 months,,,,-1
MarketingAge,6-36 months,1,6-36 months,,,,-1
MarketingAge,9 months & up,1,9 months & up,,,,-1
MarketingAge,9-36 months,1,9-36 months,,,,-1
MarketingAge,10-36 Months,1,10-36 Months,,,,-1
MarketingAge,12 months & up,1,12 months & up,,,,-1
MarketingAge,12-36 months,1,12-36 months,,,,-1
MarketingAge,18 months & up,1,18 months & up,,,,-1
DollFashionOn,"Cape is removable, dress is not removable",1,"<strong>Fashion Sewn On?:</strong> Cape is removable, dress is not removable",,,,-1
DollFacialSculpt (old),Open Mouth Mackie (Aphrodite),1,Open Mouth Mackie (Aphrodite),,,,-1
DollFacialSculpt (old),Mackie,1,Mackie,,,,-1
DollFacialSculpt (old),Bebe,1,Bebe,,,,-1
ClothingColor,CRA,1,Cranberry,,AG-CRANBERRY,,-1
ClothingColor,CRE,1,Cream,,AG-CREAM,,-1
ClothingColor,CRI,1,Crimson,,TUR,,-1
ClothingColor,CRY,1,Crystal,,ORA,,-1
ClothingColor,DAF,1,Daffodil,,PLA,,-1
ClothingColor,DBL,1,Dark Blue,,GHM,,-1
ClothingColor,DEN,1,Denim,,AG-DENIM,,-1
ClothingColor,DGR,1,Dark Gray,,GRA,,-1
ClothingColor,DOT,1,Dots,,AG-Polka-Dot-Multi,,-1
ClothingColor,DPI,1,Dark Pink,,ASH,,-1
ClothingColor,FLA,1,Flamingo,,PRI,,-1
ClothingColor,FLO,1,Floral,,AG-PURPLE-FLOWER,,-1
ClothingColor,FUS,1,Fuchsia,,TUR,,-1
ClothingColor,GHM,1,Gingham,,ORA,,-1
ClothingColor,GIN,1,Ginger,,PLA,,-1
ClothingColor,GOL,1,Gold,,DPI,,-1
ClothingColor,GRA,1,Gray,,GRA,,-1
ClothingColor,GRE,1,Green,,TWR GREEN,,-1
ClothingColor,HEA,1,Heather,,GRA,,-1
ClothingColor,HIB,1,Hibiscus,,ASH,,-1
ClothingColor,HON,1,Honey,,PRI,,-1
ClothingColor,HPN,1,Hot Pink,,GHM,,-1
ClothingColor,ICE,1,Ice Blue,,TUR,,-1
ClothingColor,IND,1,Indigo,,AG-INDIGO,,-1
ClothingColor,IVO,1,Ivory,,AG-CREAM,,-1
ClothingColor,JAD,1,Jade,,DPI,,-1
ClothingColor,KHA,1,Khaki,,PIN,,-1
ClothingColor,LAV,1,Lavender,,AG-LAVENDAR,,-1
ClothingColor,LBL,1,Light Blue,,ASH,,-1
ClothingColor,LEA,1,Leather,,ASH,,-1
ClothingColor,LEM,1,Lemon,,PRI,,-1
ClothingColor,LIL,1,Lilac,,AG-LILAC,,-1
ClothingColor,LIM,1,Lime,,GRE,,-1
ClothingColor,LOD,1,Loden,,ORA,,-1
ClothingColor,MAG,1,Magenta,,PLA,,-1
ClothingColor,MAU,1,Mauve,,DPI,,-1
ClothingColor,MEL,1,Melon,,PIN,,-1
ClothingColor,MIN,1,Mint,,GRE,,-1
ClothingColor,MUL,1,Multi,,AG-MULTI,,-1
ClothingColor,NAT,1,Natural,,ASH,,-1
ClothingColor,NAV,1,Navy,,AG-NAVY,,-1
ClothingColor,NPN,1,Neon Pink,,GHM,,-1
ClothingColor,OAT,1,Oatmeal,,TUR,,-1
ClothingColor,OLI,1,Olive,,ORA,,-1
ClothingColor,ORA,1,Orange,,AG-ORANGE-CRUSH,,-1
ClothingColor,ORC,1,Orchid,,AG-ORCHID,,-1
ClothingColor,PAS,1,Pastel,,PIN,,-1
ClothingColor,PEA,1,Pear,,GRE,,-1
ClothingColor,PER,1,Periwinkle,,AG-PERIWINKLE,,-1
ClothingColor,PET,1,Petal,,ASH,,-1
ClothingColor,PIN,1,Pink,,AG-PINK,,-1
ClothingColor,PLA,1,Plaid,,AG-PLAID,,-1
ClothingColor,PLU,1,Plum,,AG-PLUM,,-1
ClothingColor,PRI,1,Print,,AG-PRINT-FLOWER,,-1
ClothingColor,PRL,1,Pearl,,PLA,,-1
ClothingColor,PRT,1,Print,,AG-LAMB-PRINT,,-1
ClothingColor,PUR,1,Purple,,TWR PURPLE,,-1
ClothingColor,RAS,1,Raspberry,,AG-RASPBERRY,,-1
ClothingColor,RBL,1,Royal Blue,,GHM,,-1
ClothingColor,RED,1,Red,,AG-RED,,-1
agcategory,Clothing,1,Clothing,,,,-1
ClothingColor,CHR,1,Chrome,,GRE,,-1
ClothingColor,CIN,1,Cinnamon,,GRA,,-1
ClothingColor,COR,1,Coral,,AG-CORAL,,-1
agcategory,Furniture,1,Furniture,,,,-1
agcategory,Accessory,1,Accessory,,,,-1
agcategory,Book,1,Book,,,,-1
agcategory,Doll,1,Doll,,,,-1
PLAgoogleage,8+,1,8+,,,,-1
PLAgoogleage,3+,1,3+,,,,-1
CarInteriorColor,Silver w/hand-spray-painted details,1,Silver w/hand-spray-painted details,,,,-1
CarBodyColor,Spectraflame pink w/pink & white roof,1,Spectraflame pink w/pink & white roof,,,,-1
DollFacialSculpt (old),New,1,New,,,,-1
DollFacialSculpt (old),Vintage,1,Vintage,,,,-1
DollFacialSculpt (old),Vintage Barbie w/ Flat Neck (Straight Rooting Line),1,Vintage Barbie w/ Flat Neck (Straight Rooting Line),,,,-1
DollBodyType,New&#8212;Arms: Bent,1,<strong>Body Type: </strong>New&#8212;Arms: Bent,,,,-1
CarBaseType,"Full-metal, Mirrorized ZAMAC chassis",1,"Full-metal, Mirrorized ZAMAC chassis",,,,-1
CarBodyColor,Spectraflame aqua,1,Spectraflame aqua,,,,-1
CarBodyType,Mirrorized ZAMAC,1,Mirrorized ZAMAC,,,,-1
CarWheelType,Real Riders racing wheels,1,Real Riders racing wheels,,,,-1
CarWindowColor,Light smoke-tinted,1,Light smoke-tinted,,,,-1
RelatedSizingChart,popup/twr-apparel-size-chart-1,1,popup/twr-apparel-size-chart,,,,-1
RelatedSizingChart,popup/twr-snug-fit-pjs-size-chart-1,1,popup/twr-snug-fit-pjs-size-chart,,,,-1
RelatedSizingChart,popup/bc-tee-shirt-size-chart-1,1,popup/bc-tee-shirt-size-chart,,,,-1
CarWheelType,RR5sldusp,1,RR5sldusp,,,,-1
CarWheelType,RRfl,1,RRfl,,,,-1
CarWheelType,RR5sp,1,RR5sp,,,,-1
DollFacialSculpt (old),Nostalgic Silkstone&#174;,1,Nostalgic Silkstone&#174;,,,,-1
PLAgooglesize,18M,1,18M,,,,-1
PLAgoogleage,3T,1,3T,,,,-1
ClothingColor,Black,1,Pink Sleeper,,AG-BB-PINK-SLEEPER,,-1
ClothingColor,White,1,White,,,,-1
ClothingColor,Pink,1,Pink,,,,-1
ClothingColor,Dark Pink,1,Purple Daisy Sleeper,,AG-BB-PURPLE-SLEEPER,,-1
DollFacialSculpt (old),Nostalgic Silkstone,1,Nostalgic Silkstone,,,,-1
DollSkinTone,Nostalgic ,1,<strong>Skin Tone: </strong>Nostalgic,,,,-1
MarketingAge,For ages 6+,1,For ages 6+,,,,-1
